"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Regional de Trànsit (ART)/ Àrea Bàsica Policial (ABP)","Autobús","Metro","Taxi","Tren"
"1","gener","2021","RP Metropolitana Nord","ABP Premià de Mar",,,,"10"
"1","gener","2021","RP Metropolitana Nord","ABP Granollers","1",,,"29"
"1","gener","2021","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"13"
"1","gener","2021","RP Metropolitana Nord","ABP Badalona","24","23","1","1"
"1","gener","2021","RP Metropolitana Nord","ABP Cerdanyola","1",,,"21"
"1","gener","2021","RP Metropolitana Nord","ABP Rubí",,,,"28"
"1","gener","2021","RP Metropolitana Nord","ABP Sabadell","19",,"1","16"
"1","gener","2021","RP Metropolitana Nord","ABP Terrassa","15",,,"14"
"1","gener","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","14","12",,
"1","gener","2021","RP Pirineu Occidental","ABP Vall d'Aran - Alta Ribagorça","1",,,
"1","gener","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,,"4"
"1","gener","2021","RP Ponent","ABP Segarra - Urgell",,,,"2"
"1","gener","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"1","gener","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","3",,,"6"
"1","gener","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"11"
"1","gener","2021","RP Camp de Tarragona","ABP Tarragonès","8",,,"11"
"2","febrer","2021","RP Central","ABP Osona",,,,"7"
"2","febrer","2021","RP Central","ABP Anoia",,,,"10"
"2","febrer","2021","RP Central","ABP Bages","3",,,"3"
"2","febrer","2021","RP Terres de l'Ebre","ABP Baix Ebre",,,,"4"
"2","febrer","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"2","febrer","2021","RP Girona","ABP Gironès - Pla de l'Estany","6",,,"4"
"2","febrer","2021","RP Girona","ABP Alt Empordà - Figueres",,,,"5"
"2","febrer","2021","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"2","febrer","2021","RP Girona","ABP Ripollès",,,,"3"
"2","febrer","2021","RP Girona","ABP Selva Litoral",,,,"9"
"2","febrer","2021","RP Girona","ABP Selva Interior",,,,"6"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Sant Martí","22","54","1","4"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","6","30",,"18"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Eixample","58","155","3","17"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","7","41",,"36"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Les Corts","29","8",,"1"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","39","1","1","11"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Gràcia","20","12",,
"2","febrer","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","33","14",,
"2","febrer","2021","RP Metropolitana Barcelona","ABP Nou Barris","36","22",,"3"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Sant Andreu","13","41",,"17"
"2","febrer","2021","RP Metropolitana Barcelona","ABP Barcelona","2","9",,"3"
"2","febrer","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"1"
"2","febrer","2021","RP Metropolitana Sud","ABP Martorell","2",,,"16"
"2","febrer","2021","RP Metropolitana Sud","ABP Gavà","4",,"2","13"
"2","febrer","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"7"
"2","febrer","2021","RP Metropolitana Sud","ABP Garraf","1",,,"19"
"2","febrer","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","11","34",,"20"
"2","febrer","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","1","2",,"9"
"2","febrer","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","4",,,"7"
"2","febrer","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","1","7",,"11"
"2","febrer","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","3",,
"2","febrer","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"8"
"2","febrer","2021","RP Metropolitana Nord","ABP Mataró","2",,,"20"
"2","febrer","2021","RP Metropolitana Nord","ABP Premià de Mar",,,,"11"
"2","febrer","2021","RP Metropolitana Nord","ABP Granollers","2",,,"41"
"2","febrer","2021","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"14"
"2","febrer","2021","RP Metropolitana Nord","ABP Badalona","27","19","1","12"
"2","febrer","2021","RP Metropolitana Nord","ABP Cerdanyola","2","1",,"33"
"2","febrer","2021","RP Metropolitana Nord","ABP Rubí","1",,,"18"
"2","febrer","2021","RP Metropolitana Nord","ABP Sabadell","8",,,"19"
"2","febrer","2021","RP Metropolitana Nord","ABP Terrassa","15",,,"16"
"2","febrer","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","18","12",,
"2","febrer","2021","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"2","febrer","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","3",,,"3"
"2","febrer","2021","RP Ponent","ABP Segarra - Urgell",,,,"3"
"2","febrer","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"3"
"2","febrer","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"7"
"2","febrer","2021","RP Camp de Tarragona","ABP Baix Penedès","2",,,"21"
"2","febrer","2021","RP Camp de Tarragona","ABP Tarragonès","3",,,"14"
"3","març","2021","RP Central","ABP Osona",,,,"5"
"3","març","2021","RP Central","ABP Anoia",,,,"5"
"3","març","2021","RP Central","ABP Bages","1",,,"9"
"3","març","2021","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"4"
"3","març","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"3","març","2021","RP Girona","ABP Gironès - Pla de l'Estany","2",,"1","5"
"3","març","2021","RP Girona","ABP Alt Empordà - Figueres","1",,,"5"
"3","març","2021","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"3","març","2021","RP Girona","ABP Selva Litoral","2",,,"7"
"3","març","2021","RP Girona","ABP Selva Interior",,,,"12"
"3","març","2021","RP Metropolitana Barcelona","ABP Sant Martí","28","44","1","12"
"3","març","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","9","52","2","12"
"3","març","2021","RP Metropolitana Barcelona","ABP Eixample","78","138","1","37"
"3","març","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","25","46","1","41"
"3","març","2021","RP Metropolitana Barcelona","ABP Les Corts","23","9",,
"3","març","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","47",,,"8"
"3","març","2021","RP Metropolitana Barcelona","ABP Gràcia","34","12",,"1"
"3","març","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","48","17",,
"3","març","2021","RP Metropolitana Barcelona","ABP Nou Barris","40","24",,"6"
"3","març","2021","RP Metropolitana Barcelona","ABP Sant Andreu","23","42",,"14"
"3","març","2021","RP Metropolitana Barcelona","ABP Barcelona","10","8",,"11"
"3","març","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"11"
"3","març","2021","RP Metropolitana Sud","ABP Martorell",,,,"13"
"3","març","2021","RP Metropolitana Sud","ABP Gavà","4",,,"19"
"3","març","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"7"
"3","març","2021","RP Metropolitana Sud","ABP Garraf","1",,,"23"
"3","març","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","11","50",,"19"
"3","març","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","1","1",,"10"
"3","març","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","5",,,"6"
"3","març","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","4","11",,"25"
"3","març","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","3","3",,
"3","març","2021","RP Metropolitana Nord","ABP Arenys de Mar","1",,,"17"
"3","març","2021","RP Metropolitana Nord","ABP Mataró",,,,"13"
"3","març","2021","RP Metropolitana Nord","ABP Premià de Mar","1",,,"9"
"3","març","2021","RP Metropolitana Nord","ABP Granollers","1",,,"33"
"3","març","2021","RP Metropolitana Nord","ABP Mollet del Vallès","3",,,"13"
"3","març","2021","RP Metropolitana Nord","ABP Badalona","38","21","1","7"
"3","març","2021","RP Metropolitana Nord","ABP Cerdanyola","2",,,"15"
"3","març","2021","RP Metropolitana Nord","ABP Rubí","1",,,"21"
"3","març","2021","RP Metropolitana Nord","ABP Sabadell","7",,,"18"
"3","març","2021","RP Metropolitana Nord","ABP Terrassa","16",,,"15"
"3","març","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","26","12",,
"3","març","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","1",,,"3"
"3","març","2021","RP Ponent","ABP Segarra - Urgell",,,,"1"
"3","març","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,,"5"
"3","març","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"24"
"3","març","2021","RP Camp de Tarragona","ABP Tarragonès","10",,,"17"
"4","abril","2021","RP Central","ABP Osona",,,,"16"
"4","abril","2021","RP Central","ABP Anoia",,,,"9"
"4","abril","2021","RP Central","ABP Bages","2",,,"15"
"4","abril","2021","RP Central","ABP Berguedà","1",,,
"4","abril","2021","RP Terres de l'Ebre","ABP Baix Ebre","4",,,"3"
"4","abril","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"4","abril","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"4","abril","2021","RP Girona","ABP Gironès - Pla de l'Estany",,,,"7"
"4","abril","2021","RP Girona","ABP Alt Empordà - Figueres",,,,"10"
"4","abril","2021","RP Girona","ABP Alt Empordà - Roses",,,,"1"
"4","abril","2021","RP Girona","ABP Baix Empordà - Sant Feliu","2",,,
"4","abril","2021","RP Girona","ABP Garrotxa","1",,,
"4","abril","2021","RP Girona","ABP Ripollès",,,,"3"
"4","abril","2021","RP Girona","ABP Selva Litoral","3",,,"10"
"4","abril","2021","RP Girona","ABP Selva Interior","1",,,"19"
"4","abril","2021","RP Metropolitana Barcelona","ABP Sant Martí","26","40","1","7"
"4","abril","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","8","40","1","22"
"4","abril","2021","RP Metropolitana Barcelona","ABP Eixample","80","161",,"30"
"4","abril","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","18","78",,"50"
"4","abril","2021","RP Metropolitana Barcelona","ABP Les Corts","23","11",,
"4","abril","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","58","1",,"12"
"4","abril","2021","RP Metropolitana Barcelona","ABP Gràcia","30","9","1","2"
"4","abril","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","66","20","2",
"4","abril","2021","RP Metropolitana Barcelona","ABP Nou Barris","51","17","1","2"
"4","abril","2021","RP Metropolitana Barcelona","ABP Sant Andreu","18","38",,"9"
"4","abril","2021","RP Metropolitana Barcelona","ABP Barcelona","6","6",,"4"
"4","abril","2021","RP Metropolitana Sud","ABP Alt Penedès","4",,,"13"
"4","abril","2021","RP Metropolitana Sud","ABP Martorell",,,,"18"
"4","abril","2021","RP Metropolitana Sud","ABP Gavà","2",,,"16"
"4","abril","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"8"
"4","abril","2021","RP Metropolitana Sud","ABP Garraf","1",,,"22"
"4","abril","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","6","38","1","23"
"4","abril","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","2",,,"21"
"4","abril","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","1","1",,"12"
"4","abril","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","1","9",,"15"
"4","abril","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","2",,,
"4","abril","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"10"
"4","abril","2021","RP Metropolitana Nord","ABP Mataró","2",,,"14"
"4","abril","2021","RP Metropolitana Nord","ABP Premià de Mar","2",,,"22"
"4","abril","2021","RP Metropolitana Nord","ABP Granollers",,,,"34"
"4","abril","2021","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"9"
"4","abril","2021","RP Metropolitana Nord","ABP Badalona","31","19","2","10"
"4","abril","2021","RP Metropolitana Nord","ABP Cerdanyola","2",,,"23"
"4","abril","2021","RP Metropolitana Nord","ABP Rubí",,,,"21"
"4","abril","2021","RP Metropolitana Nord","ABP Sabadell","7","1",,"27"
"4","abril","2021","RP Metropolitana Nord","ABP Terrassa","4",,"1","22"
"4","abril","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","14","12",,
"4","abril","2021","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"4","abril","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,"1","11"
"4","abril","2021","RP Ponent","ABP Segarra - Urgell",,,,"8"
"4","abril","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,"1"
"4","abril","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,,"3"
"4","abril","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"26"
"4","abril","2021","RP Camp de Tarragona","ABP Tarragonès","4",,,"16"
"5","maig","2021","RP Central","ABP Osona","1",,,"9"
"5","maig","2021","RP Central","ABP Anoia",,,,"6"
"5","maig","2021","RP Central","ABP Bages","2",,,"9"
"5","maig","2021","RP Central","ABP Solsonès","1",,,
"5","maig","2021","RP Terres de l'Ebre","ABP Baix Ebre",,,,"3"
"5","maig","2021","RP Terres de l'Ebre","ABP Montsià","2",,"1","1"
"5","maig","2021","RP Girona","ABP Gironès - Pla de l'Estany","9",,,"19"
"5","maig","2021","RP Girona","ABP Alt Empordà - Figueres","2",,,"12"
"5","maig","2021","RP Girona","ABP Alt Empordà - Roses",,,,"3"
"5","maig","2021","RP Girona","ABP Ripollès","1",,,"2"
"5","maig","2021","RP Girona","ABP Selva Litoral","1",,,"8"
"5","maig","2021","RP Girona","ABP Selva Interior",,,,"10"
"5","maig","2021","RP Metropolitana Barcelona","ABP Sant Martí","31","39","4","6"
"5","maig","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","11","32","1","30"
"5","maig","2021","RP Metropolitana Barcelona","ABP Eixample","83","150","2","28"
"5","maig","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","32","76","3","56"
"5","maig","2021","RP Metropolitana Barcelona","ABP Les Corts","19","11","1",
"5","maig","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","44","1","1","9"
"5","maig","2021","RP Metropolitana Barcelona","ABP Gràcia","23","15","1",
"5","maig","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","53","13",,
"5","maig","2021","RP Metropolitana Barcelona","ABP Nou Barris","45","27",,"2"
"5","maig","2021","RP Metropolitana Barcelona","ABP Sant Andreu","24","51",,"12"
"5","maig","2021","RP Metropolitana Barcelona","ABP Barcelona","9","14",,"11"
"5","maig","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"10"
"5","maig","2021","RP Metropolitana Sud","ABP Martorell","1",,,"13"
"5","maig","2021","RP Metropolitana Sud","ABP Gavà","4",,,"17"
"5","maig","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"13"
"5","maig","2021","RP Metropolitana Sud","ABP Garraf",,,,"27"
"5","maig","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","12","49",,"20"
"5","maig","2021","RP Metropolitana Sud","ABP el Prat de Llobregat",,"3",,"17"
"5","maig","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,,"9"
"5","maig","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","2","6",,"9"
"5","maig","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat",,"7",,
"5","maig","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"16"
"5","maig","2021","RP Metropolitana Nord","ABP Mataró","1",,,"20"
"5","maig","2021","RP Metropolitana Nord","ABP Premià de Mar","2",,,"8"
"5","maig","2021","RP Metropolitana Nord","ABP Granollers","2",,,"25"
"5","maig","2021","RP Metropolitana Nord","ABP Mollet del Vallès","2",,,"8"
"5","maig","2021","RP Metropolitana Nord","ABP Badalona","19","23","4","8"
"5","maig","2021","RP Metropolitana Nord","ABP Cerdanyola",,"1",,"33"
"5","maig","2021","RP Metropolitana Nord","ABP Rubí","1","1",,"20"
"5","maig","2021","RP Metropolitana Nord","ABP Sabadell","7","1",,"16"
"5","maig","2021","RP Metropolitana Nord","ABP Terrassa","5",,,"19"
"5","maig","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","18","13",,
"5","maig","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,"2","4"
"5","maig","2021","RP Ponent","ABP Segarra - Urgell","2",,,"4"
"5","maig","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,
"5","maig","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat",,,,"4"
"5","maig","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"22"
"5","maig","2021","RP Camp de Tarragona","ABP Tarragonès","4",,"1","10"
"6","juny","2021","RP Central","ABP Osona",,,,"9"
"6","juny","2021","RP Central","ABP Anoia","2",,,"3"
"6","juny","2021","RP Central","ABP Bages","5",,,"12"
"6","juny","2021","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"1"
"6","juny","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"6","juny","2021","RP Girona","ABP Gironès - Pla de l'Estany","4",,"1","9"
"6","juny","2021","RP Girona","ABP Alt Empordà - Figueres","1",,,"6"
"6","juny","2021","RP Girona","ABP Baix Empordà - La Bisbal","2",,,
"6","juny","2021","RP Girona","ABP Garrotxa",,,"1",
"6","juny","2021","RP Girona","ABP Ripollès",,,,"2"
"6","juny","2021","RP Girona","ABP Selva Litoral","1",,,"11"
"6","juny","2021","RP Girona","ABP Selva Interior",,,,"6"
"6","juny","2021","RP Metropolitana Barcelona","ABP Sant Martí","33","54","3","10"
"6","juny","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","18","66","3","34"
"6","juny","2021","RP Metropolitana Barcelona","ABP Eixample","82","159","3","56"
"6","juny","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","29","62","3","68"
"6","juny","2021","RP Metropolitana Barcelona","ABP Les Corts","22","17","1",
"6","juny","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","27","1",,"10"
"6","juny","2021","RP Metropolitana Barcelona","ABP Gràcia","29","12",,"3"
"6","juny","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","35","19",,
"6","juny","2021","RP Metropolitana Barcelona","ABP Nou Barris","30","20","1","7"
"6","juny","2021","RP Metropolitana Barcelona","ABP Sant Andreu","23","55","1","16"
"6","juny","2021","RP Metropolitana Barcelona","ABP Barcelona","7","13",,"9"
"6","juny","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"11"
"6","juny","2021","RP Metropolitana Sud","ABP Martorell",,,,"15"
"6","juny","2021","RP Metropolitana Sud","ABP Gavà","2","2",,"30"
"6","juny","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,"1","23"
"6","juny","2021","RP Metropolitana Sud","ABP Garraf",,,,"38"
"6","juny","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","5","59",,"13"
"6","juny","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","2","1",,"6"
"6","juny","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,,"17"
"6","juny","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","6","5",,"7"
"6","juny","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","3","4",,
"6","juny","2021","RP Metropolitana Nord","ABP Arenys de Mar","2",,,"31"
"6","juny","2021","RP Metropolitana Nord","ABP Mataró","4",,,"23"
"6","juny","2021","RP Metropolitana Nord","ABP Premià de Mar",,,,"21"
"6","juny","2021","RP Metropolitana Nord","ABP Granollers","1",,"1","26"
"6","juny","2021","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"9"
"6","juny","2021","RP Metropolitana Nord","ABP Badalona","25","19","1","9"
"6","juny","2021","RP Metropolitana Nord","ABP Cerdanyola","2","1",,"14"
"6","juny","2021","RP Metropolitana Nord","ABP Rubí",,,,"18"
"6","juny","2021","RP Metropolitana Nord","ABP Sabadell","10",,"1","19"
"6","juny","2021","RP Metropolitana Nord","ABP Terrassa","4",,,"18"
"6","juny","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","7","10",,
"6","juny","2021","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"6","juny","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,,"10"
"6","juny","2021","RP Ponent","ABP Segarra - Urgell",,,,"2"
"6","juny","2021","RP Ponent","ABP Noguera",,,,"2"
"6","juny","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,"1"
"6","juny","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"6"
"6","juny","2021","RP Camp de Tarragona","ABP Baix Penedès",,,"1","35"
"6","juny","2021","RP Camp de Tarragona","ABP Tarragonès","13",,,"13"
"7","juliol","2021","RP Central","ABP Osona",,,,"5"
"7","juliol","2021","RP Central","ABP Anoia","1",,,"6"
"7","juliol","2021","RP Central","ABP Bages","2",,,"9"
"7","juliol","2021","RP Terres de l'Ebre","ABP Baix Ebre",,,,"2"
"7","juliol","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"2"
"7","juliol","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"7","juliol","2021","RP Girona","ABP Gironès - Pla de l'Estany","1",,,"9"
"7","juliol","2021","RP Girona","ABP Alt Empordà - Figueres",,,,"11"
"7","juliol","2021","RP Girona","ABP Alt Empordà - Roses","1",,,"1"
"7","juliol","2021","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"7","juliol","2021","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"7","juliol","2021","RP Girona","ABP Ripollès",,,,"3"
"7","juliol","2021","RP Girona","ABP Selva Litoral","4",,,"10"
"7","juliol","2021","RP Girona","ABP Selva Interior","1",,,"6"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Sant Martí","19","40","1","12"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","29","51","5","28"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Eixample","85","160","4","51"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","24","79",,"108"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Les Corts","10","11",,
"7","juliol","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","28","3",,"12"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Gràcia","30","17",,"1"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","32","16",,
"7","juliol","2021","RP Metropolitana Barcelona","ABP Nou Barris","21","17",,"3"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Sant Andreu","7","39",,"8"
"7","juliol","2021","RP Metropolitana Barcelona","ABP Barcelona","7","9",,"6"
"7","juliol","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"16"
"7","juliol","2021","RP Metropolitana Sud","ABP Martorell",,,,"10"
"7","juliol","2021","RP Metropolitana Sud","ABP Gavà","11",,"2","51"
"7","juliol","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"11"
"7","juliol","2021","RP Metropolitana Sud","ABP Garraf","2",,,"47"
"7","juliol","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","9","55","1","21"
"7","juliol","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","1","6",,"25"
"7","juliol","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","3",,,"8"
"7","juliol","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","3","8",,"9"
"7","juliol","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","4",,
"7","juliol","2021","RP Metropolitana Nord","ABP Arenys de Mar","1",,,"17"
"7","juliol","2021","RP Metropolitana Nord","ABP Mataró","3",,,"24"
"7","juliol","2021","RP Metropolitana Nord","ABP Premià de Mar","3",,,"12"
"7","juliol","2021","RP Metropolitana Nord","ABP Granollers","5",,,"23"
"7","juliol","2021","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"9"
"7","juliol","2021","RP Metropolitana Nord","ABP Badalona","15","8","3","5"
"7","juliol","2021","RP Metropolitana Nord","ABP Cerdanyola","3",,,"26"
"7","juliol","2021","RP Metropolitana Nord","ABP Rubí",,,,"18"
"7","juliol","2021","RP Metropolitana Nord","ABP Sabadell","6",,,"15"
"7","juliol","2021","RP Metropolitana Nord","ABP Terrassa","1",,,"16"
"7","juliol","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","9","11","1",
"7","juliol","2021","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"7","juliol","2021","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà","1",,,
"7","juliol","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","1",,,"3"
"7","juliol","2021","RP Ponent","ABP Segarra - Urgell",,,,"4"
"7","juliol","2021","RP Ponent","ABP Noguera",,,,"2"
"7","juliol","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"7","juliol","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,,"5"
"7","juliol","2021","RP Camp de Tarragona","ABP Baix Penedès","1",,,"39"
"7","juliol","2021","RP Camp de Tarragona","ABP Tarragonès","4",,,"12"
"8","agost","2021","RP Central","ABP Osona",,,,"10"
"8","agost","2021","RP Central","ABP Anoia","1",,"1","3"
"8","agost","2021","RP Central","ABP Bages","3",,"1","9"
"8","agost","2021","RP Terres de l'Ebre","ABP Baix Ebre","2",,,"3"
"8","agost","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"3"
"8","agost","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"8","agost","2021","RP Girona","ABP Gironès - Pla de l'Estany","3",,"1","10"
"8","agost","2021","RP Girona","ABP Alt Empordà - Figueres","1",,,"8"
"8","agost","2021","RP Girona","ABP Alt Empordà - Roses","2",,,
"8","agost","2021","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"8","agost","2021","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"8","agost","2021","RP Girona","ABP Selva Litoral","6",,,"11"
"8","agost","2021","RP Girona","ABP Selva Interior",,,,"7"
"8","agost","2021","RP Metropolitana Barcelona","ABP Sant Martí","22","42",,"15"
"8","agost","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","32","41","9","24"
"8","agost","2021","RP Metropolitana Barcelona","ABP Eixample","82","168","2","47"
"8","agost","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","15","63",,"126"
"8","agost","2021","RP Metropolitana Barcelona","ABP Les Corts","9","8",,
"8","agost","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","14","1","1","5"
"8","agost","2021","RP Metropolitana Barcelona","ABP Gràcia","15","16",,"3"
"8","agost","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","16","13",,
"8","agost","2021","RP Metropolitana Barcelona","ABP Nou Barris","25","15",,"1"
"8","agost","2021","RP Metropolitana Barcelona","ABP Sant Andreu","9","35","3","8"
"8","agost","2021","RP Metropolitana Barcelona","ABP Barcelona","5","12","1","15"
