"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Regional de Trànsit (ART)/ Àrea Bàsica Policial (ABP)","Autobús","Metro","Taxi","Tren"
"8","agost","2021","RP Metropolitana Sud","ABP Alt Penedès",,,"1","4"
"8","agost","2021","RP Metropolitana Sud","ABP Martorell","1",,,"18"
"8","agost","2021","RP Metropolitana Sud","ABP Gavà","6",,"1","38"
"8","agost","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"4"
"8","agost","2021","RP Metropolitana Sud","ABP Garraf",,,,"40"
"8","agost","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","6","61","1","20"
"8","agost","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","4","5","1","23"
"8","agost","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","1",,,"10"
"8","agost","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","1","3",,"18"
"8","agost","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat",,"3",,
"8","agost","2021","RP Metropolitana Nord","ABP Arenys de Mar",,"1","1","22"
"8","agost","2021","RP Metropolitana Nord","ABP Mataró","2",,,"22"
"8","agost","2021","RP Metropolitana Nord","ABP Premià de Mar","2",,,"12"
"8","agost","2021","RP Metropolitana Nord","ABP Granollers",,,,"31"
"8","agost","2021","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"3"
"8","agost","2021","RP Metropolitana Nord","ABP Badalona","16","12","1","10"
"8","agost","2021","RP Metropolitana Nord","ABP Cerdanyola","1",,,"19"
"8","agost","2021","RP Metropolitana Nord","ABP Rubí","2",,,"16"
"8","agost","2021","RP Metropolitana Nord","ABP Sabadell","1",,"1","17"
"8","agost","2021","RP Metropolitana Nord","ABP Terrassa","1",,,"23"
"8","agost","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","11","6",,
"8","agost","2021","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"8","agost","2021","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà",,,,"1"
"8","agost","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","5",,,"15"
"8","agost","2021","RP Ponent","ABP Segarra - Urgell",,,,"4"
"8","agost","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"3"
"8","agost","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","3",,,"5"
"8","agost","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"46"
"8","agost","2021","RP Camp de Tarragona","ABP Tarragonès","9",,"1","17"
"9","setembre","2021","RP Central","ABP Osona",,,,"4"
"9","setembre","2021","RP Central","ABP Anoia","2",,,"5"
"9","setembre","2021","RP Central","ABP Bages","1",,,"5"
"9","setembre","2021","RP Central","ABP Solsonès","1",,,
"9","setembre","2021","RP Terres de l'Ebre","ABP Baix Ebre","2",,,
"9","setembre","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"9","setembre","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"9","setembre","2021","RP Girona","ABP Gironès - Pla de l'Estany","4",,,"9"
"9","setembre","2021","RP Girona","ABP Alt Empordà - Figueres","1",,,"15"
"9","setembre","2021","RP Girona","ABP Alt Empordà - Roses","1",,,
"9","setembre","2021","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"9","setembre","2021","RP Girona","ABP Garrotxa",,,"1",
"9","setembre","2021","RP Girona","ABP Ripollès",,,,"4"
"9","setembre","2021","RP Girona","ABP Selva Litoral","2",,,"11"
"9","setembre","2021","RP Girona","ABP Selva Interior","1",,,"13"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Sant Martí","18","57","1","12"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","30","49","3","21"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Eixample","110","170","5","50"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","36","77","3","87"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Les Corts","21","9",,"1"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","33","2",,"12"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Gràcia","27","17",,"1"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","38","17",,
"9","setembre","2021","RP Metropolitana Barcelona","ABP Nou Barris","22","19",,
"9","setembre","2021","RP Metropolitana Barcelona","ABP Sant Andreu","12","47","1","11"
"9","setembre","2021","RP Metropolitana Barcelona","ABP Barcelona","6","18",,"13"
"9","setembre","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"6"
"9","setembre","2021","RP Metropolitana Sud","ABP Martorell","2",,,"18"
"9","setembre","2021","RP Metropolitana Sud","ABP Gavà","6","1",,"30"
"9","setembre","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"6"
"9","setembre","2021","RP Metropolitana Sud","ABP Garraf","1",,"1","40"
"9","setembre","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","6","59",,"16"
"9","setembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","1","4",,"23"
"9","setembre","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","4",,,"8"
"9","setembre","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","1","6",,"19"
"9","setembre","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","3","2",,
"9","setembre","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"26"
"9","setembre","2021","RP Metropolitana Nord","ABP Mataró","3",,,"18"
"9","setembre","2021","RP Metropolitana Nord","ABP Premià de Mar","2",,,"13"
"9","setembre","2021","RP Metropolitana Nord","ABP Granollers",,,,"31"
"9","setembre","2021","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"6"
"9","setembre","2021","RP Metropolitana Nord","ABP Badalona","25","22","8","4"
"9","setembre","2021","RP Metropolitana Nord","ABP Cerdanyola","2","1",,"30"
"9","setembre","2021","RP Metropolitana Nord","ABP Rubí",,,,"13"
"9","setembre","2021","RP Metropolitana Nord","ABP Sabadell","5",,,"24"
"9","setembre","2021","RP Metropolitana Nord","ABP Terrassa","2",,,"14"
"9","setembre","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","8","9",,
"9","setembre","2021","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"9","setembre","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","4",,,"22"
"9","setembre","2021","RP Ponent","ABP Segarra - Urgell","1",,,"2"
"9","setembre","2021","RP Ponent","ABP Noguera",,,,"1"
"9","setembre","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"9","setembre","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"8"
"9","setembre","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"42"
"9","setembre","2021","RP Camp de Tarragona","ABP Tarragonès","16",,,"10"
"10","octubre","2021","RP Central","ABP Osona","2",,,"14"
"10","octubre","2021","RP Central","ABP Anoia","2",,"1","6"
"10","octubre","2021","RP Central","ABP Bages","1",,,"8"
"10","octubre","2021","RP Terres de l'Ebre","ABP Baix Ebre",,,,"4"
"10","octubre","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre","1",,,"2"
"10","octubre","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"10","octubre","2021","RP Girona","ABP Gironès - Pla de l'Estany","6",,,"10"
"10","octubre","2021","RP Girona","ABP Alt Empordà - Figueres","3",,,"10"
"10","octubre","2021","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"10","octubre","2021","RP Girona","ABP Ripollès",,,,"3"
"10","octubre","2021","RP Girona","ABP Selva Litoral","6",,,"7"
"10","octubre","2021","RP Girona","ABP Selva Interior",,,,"7"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Sant Martí","27","60","2","6"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","18","42","8","15"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Eixample","137","212","7","47"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","27","66","5","99"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Les Corts","36","19","2",
"10","octubre","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","50","2",,"11"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Gràcia","57","19","1",
"10","octubre","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","78","15","2",
"10","octubre","2021","RP Metropolitana Barcelona","ABP Nou Barris","35","24",,"5"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Sant Andreu","30","53",,"13"
"10","octubre","2021","RP Metropolitana Barcelona","ABP Barcelona","16","13",,"18"
"10","octubre","2021","RP Metropolitana Sud","ABP Alt Penedès","1",,,"10"
"10","octubre","2021","RP Metropolitana Sud","ABP Martorell",,,,"17"
"10","octubre","2021","RP Metropolitana Sud","ABP Gavà","4",,,"29"
"10","octubre","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","2",,,"17"
"10","octubre","2021","RP Metropolitana Sud","ABP Garraf","3","2",,"29"
"10","octubre","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","6","61","1","38"
"10","octubre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","2","9",,"18"
"10","octubre","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","1",,,"5"
"10","octubre","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","4","5","1","18"
"10","octubre","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","1",,
"10","octubre","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"19"
"10","octubre","2021","RP Metropolitana Nord","ABP Mataró","3",,"1","35"
"10","octubre","2021","RP Metropolitana Nord","ABP Premià de Mar",,,,"9"
"10","octubre","2021","RP Metropolitana Nord","ABP Granollers","3",,"2","38"
"10","octubre","2021","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"8"
"10","octubre","2021","RP Metropolitana Nord","ABP Badalona","42","20","5","7"
"10","octubre","2021","RP Metropolitana Nord","ABP Cerdanyola","4","1","1","31"
"10","octubre","2021","RP Metropolitana Nord","ABP Rubí","1",,,"17"
"10","octubre","2021","RP Metropolitana Nord","ABP Sabadell","10",,,"22"
"10","octubre","2021","RP Metropolitana Nord","ABP Terrassa","6",,,"14"
"10","octubre","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","8","10",,
"10","octubre","2021","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"10","octubre","2021","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà",,,,"1"
"10","octubre","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","3",,,"20"
"10","octubre","2021","RP Ponent","ABP Segarra - Urgell","1",,,"4"
"10","octubre","2021","RP Ponent","ABP Noguera",,,,"1"
"10","octubre","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"10","octubre","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat",,,,"8"
"10","octubre","2021","RP Camp de Tarragona","ABP Baix Penedès","1",,,"40"
"10","octubre","2021","RP Camp de Tarragona","ABP Tarragonès","9",,"1","19"
"11","novembre","2021","RP Central","ABP Osona","1",,,"8"
"11","novembre","2021","RP Central","ABP Anoia","1",,,"5"
"11","novembre","2021","RP Central","ABP Bages",,,,"9"
"11","novembre","2021","RP Terres de l'Ebre","ABP Baix Ebre",,,,"2"
"11","novembre","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre","1",,,"1"
"11","novembre","2021","RP Terres de l'Ebre","ABP Montsià","1",,,
"11","novembre","2021","RP Girona","ABP Gironès - Pla de l'Estany","3",,"2","8"
"11","novembre","2021","RP Girona","ABP Alt Empordà - Figueres",,,"1","5"
"11","novembre","2021","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"11","novembre","2021","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"11","novembre","2021","RP Girona","ABP Garrotxa","2",,,
"11","novembre","2021","RP Girona","ABP Ripollès",,,,"2"
"11","novembre","2021","RP Girona","ABP Selva Litoral",,,,"8"
"11","novembre","2021","RP Girona","ABP Selva Interior",,,,"13"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Sant Martí","28","70","1","8"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","19","58","2","13"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Eixample","145","220","3","52"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","38","77","2","89"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Les Corts","54","22","1",
"11","novembre","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","64","2",,"19"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Gràcia","55","17",,"1"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","79","29","1",
"11","novembre","2021","RP Metropolitana Barcelona","ABP Nou Barris","62","20",,"3"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Sant Andreu","25","59","1","15"
"11","novembre","2021","RP Metropolitana Barcelona","ABP Barcelona","12","20",,"17"
"11","novembre","2021","RP Metropolitana Sud","ABP Alt Penedès",,,,"5"
"11","novembre","2021","RP Metropolitana Sud","ABP Martorell","1",,,"14"
"11","novembre","2021","RP Metropolitana Sud","ABP Gavà","6",,,"21"
"11","novembre","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"11"
"11","novembre","2021","RP Metropolitana Sud","ABP Garraf","3",,,"32"
"11","novembre","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","12","97","1","25"
"11","novembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","1","4",,"12"
"11","novembre","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2","1",,"6"
"11","novembre","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","6","9",,"16"
"11","novembre","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","1",,
"11","novembre","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"14"
"11","novembre","2021","RP Metropolitana Nord","ABP Mataró","4",,,"26"
"11","novembre","2021","RP Metropolitana Nord","ABP Premià de Mar",,,,"10"
"11","novembre","2021","RP Metropolitana Nord","ABP Granollers","6",,,"37"
"11","novembre","2021","RP Metropolitana Nord","ABP Mollet del Vallès","1",,"1","3"
"11","novembre","2021","RP Metropolitana Nord","ABP Badalona","19","23","2","3"
"11","novembre","2021","RP Metropolitana Nord","ABP Cerdanyola","1",,,"28"
"11","novembre","2021","RP Metropolitana Nord","ABP Rubí","2",,,"22"
"11","novembre","2021","RP Metropolitana Nord","ABP Sabadell","16",,,"23"
"11","novembre","2021","RP Metropolitana Nord","ABP Terrassa","3","1",,"10"
"11","novembre","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","12","23","1",
"11","novembre","2021","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"11","novembre","2021","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà","1",,,
"11","novembre","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","5",,,"14"
"11","novembre","2021","RP Ponent","ABP Segarra - Urgell",,,,"1"
"11","novembre","2021","RP Ponent","ABP Noguera","1",,,
"11","novembre","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,"2"
"11","novembre","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","4",,,"3"
"11","novembre","2021","RP Camp de Tarragona","ABP Baix Penedès",,,,"37"
"11","novembre","2021","RP Camp de Tarragona","ABP Tarragonès","7",,,"17"
"12","desembre","2021","RP Central","ABP Osona","1",,,"19"
"12","desembre","2021","RP Central","ABP Anoia","1",,,"6"
"12","desembre","2021","RP Central","ABP Bages","2",,,"14"
"12","desembre","2021","RP Terres de l'Ebre","ABP Baix Ebre",,,"1","1"
"12","desembre","2021","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"2"
"12","desembre","2021","RP Terres de l'Ebre","ABP Montsià","2",,,
"12","desembre","2021","RP Girona","ABP Gironès - Pla de l'Estany","5",,,"9"
"12","desembre","2021","RP Girona","ABP Alt Empordà - Figueres","1",,,"4"
"12","desembre","2021","RP Girona","ABP Alt Empordà - Roses",,,,"1"
"12","desembre","2021","RP Girona","ABP Ripollès",,,,"6"
"12","desembre","2021","RP Girona","ABP Selva Litoral","5",,,"8"
"12","desembre","2021","RP Girona","ABP Selva Interior",,,,"13"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Sant Martí","41","75","1","14"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Ciutat Vella","23","81","3","15"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Eixample","168","269","4","46"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Sants-Montjuïc","38","91","6","76"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Les Corts","43","13","1","2"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","54","1","1","12"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Gràcia","52","20",,"1"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Horta-Guinardó","65","23",,
"12","desembre","2021","RP Metropolitana Barcelona","ABP Nou Barris","56","19",,"2"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Sant Andreu","36","48",,"16"
"12","desembre","2021","RP Metropolitana Barcelona","ABP Barcelona","12","19",,"14"
"12","desembre","2021","RP Metropolitana Sud","ABP Alt Penedès","1",,,"7"
"12","desembre","2021","RP Metropolitana Sud","ABP Martorell",,,,"11"
"12","desembre","2021","RP Metropolitana Sud","ABP Gavà","5",,,"31"
"12","desembre","2021","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"5"
"12","desembre","2021","RP Metropolitana Sud","ABP Garraf","3",,,"32"
"12","desembre","2021","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","8","97","2","15"
"12","desembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","2","5",,"11"
"12","desembre","2021","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,"1","7"
"12","desembre","2021","RP Metropolitana Sud","ABP Cornellà de Llobregat","1","9",,"15"
"12","desembre","2021","RP Metropolitana Sud","ABP Esplugues de Llobregat",,"3",,
"12","desembre","2021","RP Metropolitana Nord","ABP Arenys de Mar",,,,"14"
"12","desembre","2021","RP Metropolitana Nord","ABP Mataró","2",,,"17"
"12","desembre","2021","RP Metropolitana Nord","ABP Premià de Mar","1",,,"8"
"12","desembre","2021","RP Metropolitana Nord","ABP Granollers","6",,,"35"
"12","desembre","2021","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"9"
"12","desembre","2021","RP Metropolitana Nord","ABP Badalona","22","25","4","11"
"12","desembre","2021","RP Metropolitana Nord","ABP Cerdanyola","3",,,"16"
"12","desembre","2021","RP Metropolitana Nord","ABP Rubí",,,,"20"
"12","desembre","2021","RP Metropolitana Nord","ABP Sabadell","9",,,"15"
"12","desembre","2021","RP Metropolitana Nord","ABP Terrassa","3",,,"14"
"12","desembre","2021","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","8","12",,
"12","desembre","2021","RP Pirineu Occidental","ABP Cerdanya",,,,"2"
"12","desembre","2021","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","3",,,"2"
"12","desembre","2021","RP Ponent","ABP Segarra - Urgell","1",,,"3"
"12","desembre","2021","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"3"
"12","desembre","2021","RP Camp de Tarragona","ABP Baix Camp - Priorat","4",,,"8"
"12","desembre","2021","RP Camp de Tarragona","ABP Baix Penedès","1",,,"51"
"12","desembre","2021","RP Camp de Tarragona","ABP Tarragonès","15",,,"17"
"1","gener","2022","RP Central","ABP Osona",,,,"9"
"1","gener","2022","RP Central","ABP Anoia","1",,,"5"
"1","gener","2022","RP Central","ABP Bages","4",,,"6"
"1","gener","2022","RP Central","ABP Solsonès",,,"1",
"1","gener","2022","RP Terres de l'Ebre","ABP Baix Ebre","2",,,"2"
"1","gener","2022","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"4"
"1","gener","2022","RP Terres de l'Ebre","ABP Montsià","1",,,
"1","gener","2022","RP Girona","ABP Gironès - Pla de l'Estany","2",,,"9"
"1","gener","2022","RP Girona","ABP Alt Empordà - Figueres","1",,,"4"
"1","gener","2022","RP Girona","ABP Alt Empordà - Roses",,,,"1"
"1","gener","2022","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"1","gener","2022","RP Girona","ABP Garrotxa","1",,,
"1","gener","2022","RP Girona","ABP Ripollès",,,,"7"
"1","gener","2022","RP Girona","ABP Selva Litoral","1",,,"3"
"1","gener","2022","RP Girona","ABP Selva Interior","1",,,"3"
