"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Bàsica Policial (ABP)","Aeroport","Tipus de fet","Nombre"
"7","juliol","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"7","juliol","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"6","juny","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","11"
"6","juny","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","6"
"6","juny","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","5"
"5","maig","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"5","maig","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","1"
"4","abril","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"4","abril","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","5"
"3","març","2020","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle (lleu)","1"
"3","març","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","95"
"3","març","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","57"
"3","març","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","2"
"3","març","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"3","març","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"8","agost","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"2","febrer","2020","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","184"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","105"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","7"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"2","febrer","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"1","gener","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"1","gener","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"1","gener","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"1","gener","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","7"
"8","agost","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","1"
"1","gener","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","91"
"9","setembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","3"
"1","gener","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","149"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","88"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","11"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"1","gener","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"2","febrer","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","141"
"2","febrer","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","84"
"2","febrer","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"2","febrer","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"2","febrer","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"3","març","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","125"
"3","març","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","100"
"3","març","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","5"
"3","març","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","195"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","106"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","9"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"4","abril","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"5","maig","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"5","maig","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","12"
"5","maig","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","99"
"5","maig","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","190"
"5","maig","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"5","maig","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"6","juny","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"6","juny","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","4"
"6","juny","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","216"
"6","juny","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","123"
"6","juny","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","16"
"6","juny","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"6","juny","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"7","juliol","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"7","juliol","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","263"
"7","juliol","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","131"
"7","juliol","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","11"
"7","juliol","2019","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","11"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","6"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","8"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","155"
"8","agost","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","286"
"8","agost","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","3"
"8","agost","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"8","agost","2019","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"9","setembre","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"9","setembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","240"
"9","setembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","124"
"9","setembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","9"
"9","setembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"9","setembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"10","octubre","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"10","octubre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","269"
"10","octubre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","110"
"10","octubre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","9"
"10","octubre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"10","octubre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"10","octubre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"10","octubre","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"10","octubre","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"11","novembre","2019","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"11","novembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","206"
"11","novembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","116"
"11","novembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","16"
"11","novembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"11","novembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"12","desembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"12","desembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"12","desembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"12","desembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","95"
"12","desembre","2019","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","221"
"1","gener","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"12","desembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"12","desembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"12","desembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","159"
"12","desembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","94"
"12","desembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","6"
"11","novembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"11","novembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"11","novembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
"11","novembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","98"
"11","novembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","191"
"10","octubre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"10","octubre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","119"
"10","octubre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","227"
"10","octubre","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"10","octubre","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"10","octubre","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"10","octubre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"9","setembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"9","setembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","7"
"9","setembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"9","setembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","7"
"9","setembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","122"
"9","setembre","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","226"
"9","setembre","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"8","agost","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"8","agost","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","6"
"8","agost","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"8","agost","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","268"
"8","agost","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","129"
"8","agost","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","15"
"8","agost","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","5"
"7","juliol","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","11"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"7","juliol","2018","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"7","juliol","2018","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"7","juliol","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","222"
"7","juliol","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","98"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","5"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","5"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","74"
"6","juny","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","201"
"6","juny","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"6","juny","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle (lleu)","1"
"5","maig","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","151"
"5","maig","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"5","maig","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","5"
"5","maig","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"5","maig","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","5"
"5","maig","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","93"
"4","abril","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"4","abril","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"4","abril","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"4","abril","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","15"
"4","abril","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","181"
"4","abril","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","76"
"3","març","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"3","març","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","15"
"3","març","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","91"
"3","març","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","131"
"2","febrer","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"2","febrer","2018","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"2","febrer","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"2","febrer","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"2","febrer","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","15"
"2","febrer","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","87"
"2","febrer","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","132"
"1","gener","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","129"
"1","gener","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","71"
"1","gener","2018","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","4"
"4","abril","2017","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","1"
"12","desembre","2017","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"12","desembre","2017","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"12","desembre","2017","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
