"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Bàsica Policial (ABP)","Aeroport","Tipus de fet","Nombre"
"12","desembre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","5"
"11","novembre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","39"
"11","novembre","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"11","novembre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"11","novembre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"10","octubre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"10","octubre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","55"
"10","octubre","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"9","setembre","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"9","setembre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","41"
"9","setembre","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"8","agost","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"8","agost","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","64"
"8","agost","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","1"
"8","agost","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"8","agost","2013","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"7","juliol","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"7","juliol","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"7","juliol","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"7","juliol","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","52"
"6","juny","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","5"
"6","juny","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","53"
"6","juny","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"6","juny","2013","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","2"
"5","maig","2013","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"5","maig","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","31"
"5","maig","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2013","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"5","maig","2013","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"6","juny","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"12","desembre","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"12","desembre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","24"
"12","desembre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"11","novembre","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"11","novembre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"11","novembre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","34"
"10","octubre","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"10","octubre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"10","octubre","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"10","octubre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","54"
"9","setembre","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","5"
"9","setembre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","67"
"9","setembre","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"9","setembre","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"8","agost","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Robatori amb violència i/o intimidació","1"
"8","agost","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","55"
"8","agost","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"8","agost","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","8"
"7","juliol","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"7","juliol","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"7","juliol","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","69"
"7","juliol","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"7","juliol","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","6"
"7","juliol","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Robatori amb força interior vehicle","1"
"7","juliol","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"6","juny","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"6","juny","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","49"
"6","juny","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","1"
"6","juny","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"6","juny","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"5","maig","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","3"
"5","maig","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Robatori amb força interior vehicle","1"
"5","maig","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","50"
"5","maig","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"4","abril","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"4","abril","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","45"
"4","abril","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"4","abril","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"4","abril","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"4","abril","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Robatori amb violència i/o intimidació","1"
"3","març","2012","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"3","març","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","46"
"3","març","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"2","febrer","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","33"
"1","gener","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","60"
"1","gener","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"1","gener","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"12","desembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","44"
"12","desembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"11","novembre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"11","novembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","47"
"10","octubre","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"10","octubre","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Robatori amb força interior vehicle","1"
"10","octubre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"10","octubre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","54"
"9","setembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"9","setembre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","5"
"9","setembre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Robatori amb violència i/o intimidació","1"
"9","setembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","55"
"9","setembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","3"
"8","agost","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","61"
"8","agost","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"7","juliol","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"7","juliol","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","66"
"7","juliol","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"1","gener","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"6","juny","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"6","juny","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","55"
"6","juny","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"6","juny","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","2"
"6","juny","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Robatori amb força interior vehicle","1"
"5","maig","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","4"
"5","maig","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","42"
"5","maig","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"4","abril","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"4","abril","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","46"
"3","març","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","30"
"3","març","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"3","març","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"3","març","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"2","febrer","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"2","febrer","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"2","febrer","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","50"
"2","febrer","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"2","febrer","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"1","gener","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","42"
"1","gener","2011","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"1","gener","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
